doc_id,chunk_id,text,source
4,209,"Such actions can succeed in controlling the projected growth trends and mitigate the associated costs (3, 4). Large cohort studies conducted in high-income countries, such as the United States, Sweden and Norway, show a clear decline in age-specific prevalence of hearing loss during the past decades. Reduced exposure to occupational noise and decline in ear infections are considered responsible for this encouraging trend (5–7). Nonetheless, the overall numbers continue to rise, mainly due to demographic changes. CASE STUDY Prevention works! In 2002, rigorous implementation of a hearing conservation programme was undertaken in the Swedish Armed Forces, and its impact assessed after a few years. The results showed that the incidence of hearing loss in the affected population dropped to one third during a five-year period, having reduced to 2.3% from the earlier 7.9% – i.e. the same as the incidence rate in the non- exposed population. This was also reflected in a decreased rate of hearing loss cases in the occupational insurance system leading to benefits for the employer and employees (8). WORLD REPORT ON HEARING 144 3.2.2 HEARING LOSS IN VULNERABLE POPULATIONS Difficulty in accessing care, not only for hearing loss but for other issues of general health, is most marked in certain vulnerable populations. Typically, vulnerable populations include racial and ethnic minorities, children, older adults, socioeconomically disadvantaged people, people with health conditions, LGQTBI18 persons, immigrants, those in war-torn and conflict areas, prisoners, and even families of persons with life-threatening health conditions (9). People with hearing loss are more likely to face challenges when seeking services, mainly due to communication difficulties (10–13). Health promotion messages may be inaccessible to people with hearing loss unless attention is given to this (12).",04-9789240020481-eng.pdf
4,210,"People with hearing loss are more likely to face challenges when seeking services, mainly due to communication difficulties (10–13). Health promotion messages may be inaccessible to people with hearing loss unless attention is given to this (12). While these challenges existed before the advent of the COVID-19 pandemic, they have been further aggravated by the implementation of key preventive strategies, such as the use of face masks and need for social distancing. People with hearing loss commonly strain to hear, even when using hearing aids; the wearing of face masks increases their difficulties by distorting sound and concealing important visual cues (14). Moreover, in hospitals, patients could be at greater risk of medical errors due to misunderstandings between them and the health-care providers wearing face masks (10, 15). The wearing of face masks has particular relevance in classroom settings. In a survey undertaken by the Hearing Health Foundation to assess the impact of the pandemic on people with hearing loss, 85% of respondents reported that they were struggling due to their inability to read lips covered by face masks. CHALLENGES CAN BE OVERCOME • When planning for health services, including hearing care services, each country should pay specific attention to the needs of vulnerable groups. • Communication challenges associated with the wearing of face masks can be reduced by wearing clear masks which allow others to see facial expressions and read lips. As an example, the United States Centers for Disease Control and Prevention has recommended the wearing of clear face masks by teachers when interacting with children and young students with hearing loss. The wearing of clear masks is relevant in all settings and can improve accessibility for all people, not only those with hearing loss.",04-9789240020481-eng.pdf
4,211,"The wearing of clear masks is relevant in all settings and can improve accessibility for all people, not only those with hearing loss. 18 LGQTBI: Lesbian, Gay, Queer, Transgender, Bisexual, Intersexual “Being able to hear from a distance of at least six feet, while the speaker is covering the bottom half of their face has been daunting, to say the least, for people with hearing loss.” Hearing Health Foundation Survey

SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 145 CASE STUDY I Coordinated multistakeholder action can address hearing care needs in times of war and strife Following nearly nine months of relentless air strikes, mortar rounds and car bombs pounding the city of Mosul, thousands of residents experienced hearing problems ranging from tinnitus to profound hearing loss. Many civilians who were exposed to repeated blasts suffered bleeding from their ears and many developed profound sensorineural hearing loss, making it impossible for them to communicate with others and forcing children to drop out of school, even after the war had ended. To provide services to thousands in need, a specialized hearing impairment centre was opened through a collaborative effort of the city’s leading hospital and a humanitarian organization. Within a year of its operation, the centre provided care to several thousands of people affected, including fitting 2000 hearing aids and referring many for cochlear implant surgery (16). CASE STUDY II Accessible health promotion and services for deaf persons People with hearing loss (and those with other disabilities) are often excluded, not only from HIV prevention education, but also from access to HIV testing and treatment (12). To address this, voluntary counselling and testing (VCT) services for HIV/AIDS, sympathetic to those who are deaf, have been successfully established in Kenya.",04-9789240020481-eng.pdf
4,212,"To address this, voluntary counselling and testing (VCT) services for HIV/AIDS, sympathetic to those who are deaf, have been successfully established in Kenya. The VCT services were combined with an education programme targeting people who are deaf. Peer educators provided accessible information at places such as churches for deaf people, learning institutions, seminars and other environments where deaf people congregate. This strategy had been proved successful in promoting safer practices for HIV prevention as well as HIV testing (17). In another initiative to reduce risk of heart disease in the United States of America, community health workers were trained to enable better communication with people with hearing loss. This led to significant improvements in nutrition, psychological well-being/stress management, and enhanced physical activity (18). WORLD REPORT ON HEARING 146 The lack of accurate information and knowledge limits the population and health workers in their ability to address ear diseases and hearing loss, and perpetuates the associated stigma. 3.3 EAR AND HEARING CARE LITERACY AND STIGMA RELATED TO HEARING LOSS The success of public health interventions depends not only on their effectiveness and availability, but also on how prepared populations are to receive them. The knowledge, attitude and practices of the population receiving such services are highly relevant, as are those of health-care providers who make these interventions possible. Current challenges in this context are summarized below. 3.3.1 LIMITED EAR AND HEARING CARE LITERACY IN THE POPULATION AT LARGE It is widely known that people – including those with major, possibly life-threatening conditions – frequently avoid seeking medical care, even when they suspect it may be necessary to do so (19, 20). Few studies have been conducted to understand the reasons behind this; even fewer in the field of hearing care.",04-9789240020481-eng.pdf
4,213,"Few studies have been conducted to understand the reasons behind this; even fewer in the field of hearing care. Existing literature reveals that even when people are aware of the risk of hearing loss – such as when exposed to noise in occupational or recreational settings – and when they have protective means available to them (such as earplugs and earmuffs), they remain reluctant to use them. This could be attributed, in part, to several factors: discomfort caused by wearing the devices; underlying beliefs and sociocultural norms relating to noise exposure (21, 22); a lack of appreciation of the threat posed; or lack of perceived benefit of their use. A similar reluctance to seek care also exists around ear care and ear diseases which are often incorrectly addressed or ignored. The use of home remedies and potentially harmful practices, for example, is common in the context of ear and hearing care. Evidence of ear candling for cleaning ears is overwhelming (26), as is the use of Q-tips or cotton buds, even Prevalent sociocultural norms commonly influence people’s attitude towards loud music (21, 22), and govern their behaviour in loud surroundings (23, 24). High-intensity sound levels are often expected and accepted, and protective behaviours viewed with disfavour (25). SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 147 when these practices are shown consistently to lead to trauma, wax impaction or infection (27–30). This is so despite relevant warnings being provided on most commercially available products. Different types of oils are often used, and other unsuitable materials, such as matchsticks, feathers, pins, or pencils introduced to clean ears (29, 31).",04-9789240020481-eng.pdf
4,214,"This is so despite relevant warnings being provided on most commercially available products. Different types of oils are often used, and other unsuitable materials, such as matchsticks, feathers, pins, or pencils introduced to clean ears (29, 31). Not only can use of these products result in trauma to the ear canal, ear drum perforations and aggravate cerumen impaction, they can also lead to foreign bodies being left in the ear canal (29, 31) providing potential for infection or further harm. Even in cases where credible symptoms of ear pain and ear discharge are evident, people in many parts of the world choose to use home remedies, such as the instillation of plant juice and hot oil, or visit traditional healers, all of which can cause significant harm rather than benefit (32, 33). This lack of awareness and attention persists, even when people develop hearing loss; many remain unaware of their hearing loss, especially when it is mild or moderate in degree (34). Despite living in well-resourced settings, some people wait for years before having a hearing test or seeking care (34, 35). When hearing loss is identified and remedial interventions suggested, people often postpone their use to an undetermined future date claiming that there is “no need” for use, or that they “can manage for now” (36). This attitude has translated into consistently low rates in the use of hearing services and uptake of hearing aids, even in high- income countries where these services and aids are available (35, 37). Given the high impact of unaddressed hearing loss on mental health, the ability to continue working, and the quality of life and relationships, this gives serious cause for concern. The early identification and management of children with hearing loss is critical.",04-9789240020481-eng.pdf
4,215,"Given the high impact of unaddressed hearing loss on mental health, the ability to continue working, and the quality of life and relationships, this gives serious cause for concern. The early identification and management of children with hearing loss is critical. Parents are commonly unaware of the need and possibility of hearing screening, and parental education is important both for identifying risk factors (38) and for seeking attention to mitigate delayed language milestones in their child. Often when a child is identified Schoolchildren in Kenya learn about ear and hearing care © Seema Rupani Shah Typically, those who are referred for hearing assessment recognize that they have had a hearing problem for around 10 years or more, are aged in their mid-seventies and have a substantial hearing problem. The older that people are when they present for assessment and intervention, the more difficult they find adaptation to and care of their hearing aids. It often takes 10 years for an individual to recognize that they have a hearing problem (but a shorter time for significant others) (34). WORLD REPORT ON HEARING 148 with hearing loss, parents require considerable guidance and information to make the most suitable communication choice for their family, and to ensure appropriate follow-up and care for their child (39, 40). Such guidance may be unavailable and can result in delayed diagnosis and intervention. Inadequate and incorrect information can also lead to low satisfaction with rehabilitation efforts, and frustration in the use of hearing devices, especially when expectations regarding their performance are unrealistic (34, 36, 39, 41, 42). CHALLENGES CAN BE OVERCOME While the obvious response to this issue is to raise awareness on the relevance and impact of, and solutions for, hearing loss, this objective is not easy to achieve.",04-9789240020481-eng.pdf
4,216,"CHALLENGES CAN BE OVERCOME While the obvious response to this issue is to raise awareness on the relevance and impact of, and solutions for, hearing loss, this objective is not easy to achieve. A number of measures are required to address the challenge: • Providing accurate, relevant, accessible and understandable information, from a credible source and in a friendly manner, is essential. Good communication is key to effective public health (43, 44). • Implementing hearing screening programmes for different risk-groups can ensure that people do not face the adverse impact of hearing loss as a result of being unaware of their health condition (34). CASE STUDY I Accurate and friendly information can bring lasting change The school-based programme “Dangerous Decibels”* is an example of an effective strategy for promoting safe listening practices among school children during their formative years. Delivered as a single brief session, the programme was evaluated in the United States of America (45) and Brazil (46). The studies demonstrated the programme’s effectiveness at producing long-term improvements in knowledge, and positively influencing attitudes of fourth-grade students regarding loud sounds and hearing protection. Implementation of such programmes in a culturally appropriate manner on a widespread scale could create a lasting impact on hearing loss trends in the future. *See: http://dangerousdecibels.org/education/outreach-program-overview/ Public health communication is the scientific development, strategic dissemination, and critical evaluation of relevant, accurate, accessible, and understandable health information communicated to, and from, intended audiences to advance the health of the public (38). SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 149 CASE STUDY II Hearing screening is effective A study undertaken in Washington, USA, evaluated the efficacy of hearing screening in older adults. The study compared hearing aid uptake in a population. Adults tested with three different screening modalities were compared against adults who underwent no screening.",04-9789240020481-eng.pdf
4,217,"The study compared hearing aid uptake in a population. Adults tested with three different screening modalities were compared against adults who underwent no screening. Results clearly indicated that the rate of uptake in the screened population group was as much as double that of those with no screening. The study then evaluated patients’ self-reported improvement in hearing and communication ability a year after the intervention. Significantly greater improvement was reported in the screened population compared with the unscreened population (47). 3.3.2 EAR AND HEARING CARE LITERACY IN HEALTH-CARE PROVIDERS General practitioners and health workers play a critical role in ensuring that children and adults with hearing loss are identified in a timely manner and receive the interventions they require (35). However, health-care providers are commonly ill- informed about risk factor recognition which could help with identification (35, 39). Knowledge relating to common ear problems, such as otitis media, can be lacking, as can the importance of addressing these conditions (48–50). Even among staff involved in newborn hearing screening, critical gaps in knowledge relating to the causes of hearing loss, follow-up and referral of identified infants are frequently reported (39, 51, 52). Without such knowledge, health-care providers cannot be expected to impart the required information and guidance that could ensure timely diagnosis and appropriate interventions to persons with hearing loss, as well as continued support for them and their families during rehabilitation. Moreover, due to a lack of necessary skills, medical staff commonly struggle to communicate well with those who are hard of hearing or deaf (10–13); consequently, health needs among deaf populations often remain unmet.",04-9789240020481-eng.pdf
4,218,"Moreover, due to a lack of necessary skills, medical staff commonly struggle to communicate well with those who are hard of hearing or deaf (10–13); consequently, health needs among deaf populations often remain unmet. CHALLENGES CAN BE OVERCOME Training health-care providers enables them to: • provide appropriate instructions for ear care and hearing loss prevention to people in their communities; • recognize ear diseases and hearing loss with the aim of guiding people regarding their diagnosis and management; and • provide scientifically-accurate and culturally-sensitive information and counselling to the community (34, 39, 50, 53–55). WORLD REPORT ON HEARING 150 CASE STUDY Training of community health workers brings benefits in the Region of the Americas* In the WHO Region of the Americas, the Primary Ear and Hearing Care Training Resources (PEHC-TR) have been widely used to train general practitioners (GPs), nurses (both qualified and still in training), community health workers (CHWs), community workers, teachers, health planners and programme coordinators of nongovernmental organizations (NGOs). They have also been used to sensitize specialist cadres on PEHC, including ENT surgeons, audiologists, paediatricians, obstetricians, public health specialists and other health professionals. Over a period of seven years (2006–2012), a total of 96 courses on PEHC (Basic, Intermediate and Advanced levels) were delivered in nine countries in the Region of the Americas: Bolivia, Cuba, Dominican Republic, El Salvador, Guatemala, Mexico, Nicaragua, Paraguay, and Peru with a total of 2330 persons trained. The results of this experience show that without minimizing the importance of the need for increasing the number and strengthening the capacity of EHC professionals (e.g. ENT specialists and audiologists) in low- and middle-income countries, there is a very significant role for PEHC training resources in contributing towards task-sharing of certain EHC interventions.",04-9789240020481-eng.pdf
4,219,"ENT specialists and audiologists) in low- and middle-income countries, there is a very significant role for PEHC training resources in contributing towards task-sharing of certain EHC interventions. This is especially relevant for community and primary level health-care workers, for example with activities such as raising awareness, early diagnosis and management, and prompt referral to specialist services. This training is reaping benefits across the region. For example, in Bolivia, trained health workers examined the ears and hearing of over 10 000 people, of whom more than 2000 were treated. Many others were referred for further evaluation and received care at secondary level centres. In a separate study, CHWs were trained in the provision of hearing care to children in parts of Brazil and the efficacy of the study assessed (56). The assessment confirmed that training was effective in improving the knowledge of CHWs so that they were able to undertake a variety of health promotion and surveillance-related tasks, including motivation of families regarding hearing loss prevention and care; promotion of good hearing-care practices leading to improvement in community knowledge on hearing loss; identification of hearing loss, referral and follow-up; and support to families of children who were diagnosed with hearing loss or undergoing rehabilitation. * Source: information contributed by Dr Diego Santana of CBM (and ref: 51)

SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 151 3.3.3 STIGMA ASSOCIATED WITH HEARING LOSS Stigma – due to hearing loss, the related communication difficulties, and the use of hearing devices – is perhaps the most critical impediment to hearing care (39, 41), and is faced at all stages of the life course.",04-9789240020481-eng.pdf
4,220,"Deep-seated cultural beliefs and myths about hearing loss persist in many communities of the world where a deaf child may be regarded, erroneously, as a bad omen who may bring misfortune upon the family. Such beliefs pose a challenge at every level. Since many families are reluctant to subject a child to a test that could indicate a disability, uptake of newborn hearing screening services can be hampered (39). Such beliefs can be even more harsh and restrictive in cases of the dual sensory loss of deaf-blindness (57, 58). Such negative societal views may limit the potential of, and opportunities available to, deaf and hearing impaired persons (59). While stigma directed at children may be considered to have the most far-reaching consequences, it is no less significant or debilitating when encountered later during the life course, for example with adults who develop hearing loss either at a young age or as they grow older. Behaviour resulting from experiencing stigma most commonly manifests as a denial of the difficulties in hearing and communication; choosing to self-isolate; or not wear a hearing device (60). Since hearing loss is generally believed to be a natural accompaniment to ageing, a person using a hearing aid may be perceived as “old” (56). Experiencing such “ageist” behaviour (61) can result in long periods of denial and concealment which in turn leads to mounting social stress and worsening hearing (60). Stigma related to hearing devices is the significant factor limiting their use; size and visibility of the device are reported as key features associated with user reluctance (60, 63). Marketing strategies aim to improve hearing aid uptake by promoting those which are small and barely noticeable when worn.",04-9789240020481-eng.pdf
4,221,"Stigma related to hearing devices is the significant factor limiting their use; size and visibility of the device are reported as key features associated with user reluctance (60, 63). Marketing strategies aim to improve hearing aid uptake by promoting those which are small and barely noticeable when worn. Perversely, such practices may strengthen the belief that hearing loss and use of hearing aids are stigmatizing and should be hidden (60, 64). In many cultures still, within the traditional paradigm, deafness may be attributed to causes such as blood impurities, sorcery, spirits, ancestors, and retribution for failure to perform certain cultural rites. Since the arrival of a newborn is both a joyous and an emotion- laden event for parents and the entire family, the idea of screening apparently normal babies for a possible hidden abnormality is not considered desirable (39). Ageism marginalizes older people within their communities; reduces their access to services, including health and social care; and limits appreciation and use of the human and social capital of older populations (62). WORLD REPORT ON HEARING 152 CASE STUDY Personal testimonials cited from Wallhagen 2010 (64) “I guess young people have near-sightedness. But hearing loss seems to be affiliated with ageing … the fact of having a big hearing aid says: ‘I don’t care how you look otherwise, but you’re old’ … So I like to think that I’m not old. But then the hearing part says ‘Wait a minute, you are old.’ I mean, especially if you wear something that says, ‘Hey guys, you know, I’m old! I’m an old man.’” “I think even today there are some things that many people in society just recoil to some physical or mental disability. Human nature I guess.",04-9789240020481-eng.pdf
4,222,"I’m an old man.’” “I think even today there are some things that many people in society just recoil to some physical or mental disability. Human nature I guess. And … in my case, you know, if I have, in addition to weak eyes, if I have weak ears, oh my gosh! You know, it’s another little bit of a handicap that, you know, that you don’t like to talk about.” “I think loss of hearing is portrayed that way in movies, you know media … it’s a common ailment, it just gets associated with ageing and loss of function and, you know, death [laughs], eventually. It starts to look like you’re slipping …” CHALLENGES CAN BE OVERCOME • The stigma associated with hearing loss, and use of hearing technology and sign language can be overcome through raised awareness within communities and by empowering people with hearing loss. The substantial challenges associated with stigma can be addressed by recognizing role models who are hard of hearing, deaf, or deaf- blind; by promoting associations of people with hearing loss; and by including people with hearing loss in policy dialogues. CASE STUDY Role models make a difference! The Deaf Role Models programmes have played a significant role in early intervention services for families in many states across the United States. Normal hearing parents may need support to cope with the challenge of communicating with their deaf child. Deaf Role Models address this need and support parents by sharing experiences, career goals, and highlighting their child’s potential. The programmes focus on communication and encourage family members in sign language learning to ensure that the child has access to a communication-rich environment for early language development.",04-9789240020481-eng.pdf
4,223,"Deaf Role Models address this need and support parents by sharing experiences, career goals, and highlighting their child’s potential. The programmes focus on communication and encourage family members in sign language learning to ensure that the child has access to a communication-rich environment for early language development. The lack of disclosure and associated actions may be attempts to escape societal stigmas associated with having a hearing loss (65). SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 153 This approach has resulted in improved language outcomes for deaf infants. It has also led to greater awareness on hearing loss, especially in affected families, and has helped families realize that hearing loss does not need to limit their child in any way (66). Talking about hearing loss can address the stigma related to it © Ozlem Konukseven, Turkey

WORLD REPORT ON HEARING 154 Significant gaps in the capacity of health systems challenge the provision of ear and hearing care services across regions and income-settings. 3.4 THE CHALLENGES FOR HEALTH SYSTEMS AND POTENTIAL SOLUTIONS Challenges encountered in the field of ear and hearing care extend to the health system level where the capacity to integrate this form of care is often limited. These, and other challenges based on the six building blocks of the health system are described below, with solutions proposed (Figure 3.4). Figure 3.4 Strategies to strengthen health system for IPC-EHC Leadership and governance Financing Health workforce Health Information Medical products, vaccines and technologies HEALTH (EAR AND HEARING CARE) SERVICES

SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 155 3.4.1 CLINICAL SERVICES To ensure accessibility across the life course, EHC services must be integrated within national health services and delivered across all levels of care (community, primary, secondary and tertiary).",04-9789240020481-eng.pdf
4,224,"Despite the evident high need for these services, data from countries indicate a lack of provision across all health service levels. While interventions for the prevention, identification and management of ear diseases and hearing loss must be initiated at the community and primary levels, these are mostly unavailable in low- and middle- income countries. Even at secondary and tertiary levels, availability of EHC services varies across regions and income levels. The data compiled for this report, sourced from a relatively small number of countries, indicate that most countries have no EHC services at community and primary level, and availability is inconsistent at secondary levels across regions and income-groups. Only approximately 38% of the world’s population is covered by newborn or infant hearing screening services, for example (67), despite the effectiveness of this strategy in ensuring optimal rehabilitation of deaf and hearing impaired children (as described in Section 2). According to a recent study, nearly one third of countries have minimal or no newborn hearing screening services (67) (see Table 3.1). Table 3.1 Global coverage of newborn and infant hearing screening* Coverage of Screenings Number of Countries Percentage of Countries Percentage of World Population GDP (nominal) per capita, average 0% to < 1% 64 32.7 37.63 3.7 1% to 9% 14 7.1 7.42 3.9 10% to 49% 19 9.7 8.33 10.7 50% to 84% 17 8.7 6.72 14.4 85% to 100% 41 20.9 32.59 40.4 No/insufficient data 41 20.9 6.09 8.6 Sum 196 100 98.78 Note: The entries do not add up to exactly 100% because of not listed dependent and disrupted territories. GDP = gross domestic product.",04-9789240020481-eng.pdf
4,225,"GDP = gross domestic product. *reproduced with permission from the Journal of Early Hearing Detection and Intervention (67) The provision of EHC services is often limited by the lack of required equipment and infrastructure in low-resource settings (68–70), and clinical services are hampered by the distances people commonly need to travel to access them. This is most marked for those living in rural communities and is a significant issue for health-care services

WORLD REPORT ON HEARING 156 in general, and hearing care services in particular. It is a problem encountered in both low- and high-income settings (20, 71, 72). Planning for these services is made complex due to the varied and often undetermined aetiology of hearing loss and the need for specialized skills to deliver them. For example, micro-ear surgery is often needed to address otitis media, prevent complications, and repair the hearing mechanism (see Section 2). Advanced surgical skills are needed for successful cochlear implantation and other implantable hearing devices; and audiological diagnosis, especially in infants, demands specialized knowledge. Hearing rehabilitation often requires a multidisciplinary effort, with prolonged therapy, for children to develop linguistic skills, gain education and become independent (73). Adults using hearing technology need instructions, auditory training, and counselling to ensure that they derive maximum benefit (53). In addition, the management of ear diseases and hearing loss is time sensitive. Delays in intervention aggravate the impact on health, communication and cognition; they may also adversely influence the final outcomes that can be achieved even when rehabilitation is initiated (34, 74). These factors make it essential to adopt a person-centred approach to ensure beneficial results. CASE STUDY Hearing care access in Malawi (72) “The distance to QECH [Queen Elizabeth Central Hospital] was perceived by most caregivers to be vast and a significant obstacle to taking up the referral.",04-9789240020481-eng.pdf
4,226,"These factors make it essential to adopt a person-centred approach to ensure beneficial results. CASE STUDY Hearing care access in Malawi (72) “The distance to QECH [Queen Elizabeth Central Hospital] was perceived by most caregivers to be vast and a significant obstacle to taking up the referral. For example, one caregiver explained that their village was 100 km from Blantyre and, because of the challenging terrain, the journey would be at least 2.5 hours. It also required walking or cycling up steep hills to reach public transportation. Thus the journey was perceived to be challenging particularly for their children.” A caregiver described the challenges of making this journey: “It’s a long journey, imagine from here to Goliati you will ride a bike and in the hills you will be walking on foot. At Goliati we board another [minibus] to Limbe and then another to Queens. Its long journey and you might not be assisted the same day when you go.” (72)

SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 157 CHALLENGES CAN BE OVERCOME • Adopting an evidence-based planning process can help countries prioritize and implement interventions most suited to their specific needs (75). The WHO H.E.A.R.I.N.G. package of interventions (outlined in Section 4), and available WHO tools, provide concrete guidance for undertaking this. CASE STUDY Different needs, different strategies Many countries, mainly (but not exclusively) in the higher-income group (e.g. Germany and the United Kingdom) have implemented newborn hearing screening programmes which have reaped significant benefits by minimizing the adverse impact of congenital hearing loss (76–82) and maximizing cost- savings (77, 78, 82). Implementing such programmes has proved effective in reducing occupational noise-induced hearing loss (83, 84) and has benefitted the population at risk.",04-9789240020481-eng.pdf
4,227,"Implementing such programmes has proved effective in reducing occupational noise-induced hearing loss (83, 84) and has benefitted the population at risk. Countries such as India have focused attention on otitis media as the priority issue and implemented tools and initiatives to train primary level workers in this effort (85). Such prioritization is often essential to ensure the most effective use of available resources and must be undertaken by countries through review of evidence and stakeholder discussion. • Training health workers and primary level physicians/family doctors who provide services and undertake heath promotion at community and primary levels, can help to improve the knowledge level of communities regarding good EHC practices. Training can also facilitate early identification of common problems (50), and could help reduce the distance barrier by ensuring available basic services are nearby. CASE STUDY Primary Ear and Hearing Care (PEHC) training in Fiji improves knowledge and skills among health workers* It is estimated that 9.6% of the population in Fiji are living with disabling hearing loss, while 6% of the children have chronic suppurative otitis media. The single dedicated ENT facility is based at the main hospital, the Colonial War Memorial Hospital, and provides specialist ENT service to the 900 000 Training develops knowledge and skills among primary level healthcare providers in Fiji © Oh Chunghyeon, Fiji

WORLD REPORT ON HEARING 158 population of Fiji. Due to the limited access to specialist service, 90% of ear disease and hearing problems are managed by medical officers and nurse practitioners in nursing stations, health centres and subdivisional hospitals in 20 subdivisions. With the limited special training in ear and hearing care available to health practitioners, patients are often referred to a tertiary hospital for simple ear problems such as ear wax, ear infections, or a foreign body in the ear.",04-9789240020481-eng.pdf
4,228,"With the limited special training in ear and hearing care available to health practitioners, patients are often referred to a tertiary hospital for simple ear problems such as ear wax, ear infections, or a foreign body in the ear. This contributes to delays and complications for patients requiring urgent attention for ear infections who are on the ENT clinic waiting list. In order to address this issue and improve access to quality ear and hearing care in Fiji, the Ministry of Health and Medical Services (MHMS) made PEHC training available in the country. A two-day training course is now undertaken by medical officers and nurses, using the WHO PEHC training resources, and facilitated by an ENT specialist. Training focuses on clinical skills development such as history-taking, ear examination, conduct of simple hearing tests and ear toileting. During a two- year period, 313 primary clinical health workers were trained and certified in PEHC by the MHMS of Fiji. The outcome and impact of the training have been evaluated, and a significant increase in the knowledge and clinical skills of trainees is evident. The quality management rate increased from 5.4 to 7.3. Medical officers and nurses now feel empowered to diagnose and manage common ear diseases and identify hearing loss. Training has helped reduce the workload of the few available ENT specialists and has also helped improve levels of awareness of ENT care within the community. *narrative contributed by Dr Oh Chunghyeon, CWM hospital, Fiji • Using innovative measures, such as telemedicine, improves access to services, especially in remote or underserved communities. The potential of telemedicine has been further highlighted by the COVID-19 pandemic with physical distancing being an important preventive strategy (86).",04-9789240020481-eng.pdf
4,229,"*narrative contributed by Dr Oh Chunghyeon, CWM hospital, Fiji • Using innovative measures, such as telemedicine, improves access to services, especially in remote or underserved communities. The potential of telemedicine has been further highlighted by the COVID-19 pandemic with physical distancing being an important preventive strategy (86). A WHO survey conducted during the pandemic reported disruptions in services for all noncommunicable diseases in 75% of the responding Member States (87). Among strategies being used to overcome the COVID-19 disruptions, the use of telemedicine to replace in-person consultations has been the most widespread, and undoubtedly is one of the most effective means of ensuring continuity of services while access to health- care facilities remains limited (87). Through COVID-19, telemedicine has been shown to play a significant role in improving access to care in remote and hard- to-serve areas (88). When applied effectively, telemedicine has the capacity to revolutionize the delivery of ear and hearing care and significantly improve the quality of health care by increasing accessibility and efficiency. Certain factors must be kept in mind to ensure the effective, safe and ethical use of telemedicine. These are summarized in Box 3.1. SECTION 3 CHALLENGES FACING EAR AND HEARING CARE 159 Box 3.1 Telemedicine: principles and uses What is telemedicine? Telemedicine is the delivery of health-care services by health professionals in settings where distance is a critical factor. Telemedicine services use information and communication technologies for diagnosis, treatment and prevention of disease and injuries, research and evaluation, and for the continuing education of health-care providers – all in the interests of advancing the health of individuals and their communities.​ Key benefits The principal services telemedicine offers in terms of remote assistance, include teleconsultations for remote diagnosis, treatment, follow-up, and monitoring.",04-9789240020481-eng.pdf
4,230,"These are provided through the use of tools such as mobile or landline telephone, video, devices connected over the Internet, chat platforms, mobile apps or Internet based digital platforms (e.g. Skype or email) for telemedicine. Beyond clinical service provision, telehealth services are also relevant for: • distance learning for professionals to facilitate continuing education and training; • evaluation and collaborative research networks to share best practices and build knowledge; and • administrative management, for example billing services.",04-9789240020481-eng.pdf
4,231,"Skype or email) for telemedicine. Beyond clinical service provision, telehealth services are also relevant for: • distance learning for professionals to facilitate continuing education and training; • evaluation and collaborative research networks to share best practices and build knowledge; and • administrative management, for example billing services. Ear and hearing care services reach the rural parts of Alaska through use of telemedicine © Samantha Kleindienst Robler Image received and expert opinion given Patient examined at remote site and image transmitted

WORLD REPORT ON HEARING 160 Key considerations When developing telemedicine, it is important that the service should: • respond to a clearly perceived need; • put the patient at the centre of the service; • have a clear, accountable governing structure, and ensure political commitment; • engage national stakeholders in planning and setting priorities; • elaborate and implement a strategic plan for integration into the overall national digital health vision, in line with the existing national digital health policy or strategy; • establish collaboration with all participating organizations and scientific institutions; • involve health professionals who will use the new service in its development; • verify cultural predisposition towards telemedicine in the population served; • ensure that the technology to be implemented is functional, user-friendly, accessible for all, including people with disabilities, and has the potential to be scaled up; • ensure interoperability across systems to facilitate intergration with the health system and patient health records; • guarantee effective reimbursement and capitation modalities; • establish meticulous evaluation mechanisms; • identify whether there are Accreditation Standards for telehealth that should be considered;19 and • ensure establishment of legal, ethical, privacy, and security regulations or frameworks and mechanisms for compliance.",04-9789240020481-eng.pdf
